Accession	Description	Coverage.in.Percent	Number.of.Peptides	Number.of.PSMs	Number.of.Unique.Peptides	log2FC_t3	log2FC_t6	log2FC_t12	log2FC_t24	log2FC_t48	Abundance.Ratio.3..0	Abundance.Ratio.6..0	Abundance.Ratio.12..0	Abundance.Ratio.24..0	Abundance.Ratio.48..0	Abundance.Ratio.log2.3..0	Abundance.Ratio.log2.6..0	Abundance.Ratio.log2.12..0	Abundance.Ratio.log2.24..0	Abundance.Ratio.log2.48..0	Abundance.Ratio.P.Value.3..0	Abundance.Ratio.P.Value.6..0	Abundance.Ratio.P.Value.12..0	Abundance.Ratio.P.Value.24..0	Abundance.Ratio.P.Value.48..0	Abundance.Ratio.Adj.P.Value.3..0	Abundance.Ratio.Adj.P.Value.6..0	Abundance.Ratio.Adj.P.Value.12..0	Abundance.Ratio.Adj.P.Value.24..0	Abundance.Ratio.Adj.P.Value.48..0	Abundance.Ratio.Variability.in.Percent.3..0	Abundance.Ratio.Variability.in.Percent.6..0	Abundance.Ratio.Variability.in.Percent.12..0	Abundance.Ratio.Variability.in.Percent.24..0	Abundance.Ratio.Variability.in.Percent.48..0	Biological.Process	Cellular.Component	Molecular.Function	Pfam.IDs	Entrez.Gene.ID	Ensembl.Gene.ID	Gene.Symbol	Chromosome	KEGG.Pathways	Reactome.Pathways	WikiPathways	Number.of.Protein.Pathway.Groups	Number.of.AAs	MW.in.kDa	calc.pI	Score.Sequest.HT.Sequest.HT	Modifications
Q9Y244	Proteasome maturation protein|POMP	11	2	5	2	-0.052894948	0.002882509	-0.49410907	-0.803392956	-0.994240731	0.964	1.002	0.71	0.573	0.502	-0.05	0	-0.49	-0.8	-1	0.913118	0.658672486	0.022897411	0.00421343	0.000568724	0.983747606	0.890566268	0.33630317	0.134138874	0.118470301	6.83	10.48	13.3	2.13	1.49	cell organization and biogenesis	cytoplasm;cytosol;endoplasmic reticulum;membrane;nucleus	protein binding	Pf05348	51371	ENSG00000132963.7	POMP	13	Proteasome			1	141	15.8	5.11	12.71	
P57088	Transmembrane protein 33|TMEM33	19	5	25	5	-0.081613766	0.116364757	0.137503524	0.946356572	0.486456956	0.945	1.084	1.1	1.927	1.401	-0.08	0.12	0.14	0.95	0.49	0.698617758	0.034372297	0.966904005	0.034154432	0.378315303	0.948515868	0.561465265	0.987698885	0.20237508	0.551738521	22.82	3.7	6.85	1.8	60.23	cell organization and biogenesis;regulation of biological process;response to stimulus	endoplasmic reticulum;membrane;nucleus	protein binding;structural molecule activity	Pf03661	55161	ENSG00000109133.12	TMEM33	4				0	247	28	9.7	85.69	
P35354	Prostaglandin G/H synthase 2|PTGS2	16	8	32	8	-0.092340172	-0.220950447	-0.465938398	-0.457989644	-0.556393349	0.938	0.858	0.724	0.728	0.68	-0.09	-0.22	-0.46	-0.46	-0.56	0.231313462	0.033543082	0.020067079	0.053713991	0.011531009	0.910937563	0.561465265	0.327705064	0.232224763	0.149547898	9.15	6.58	5.83	14.66	8.49	cell differentiation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;endoplasmic reticulum;membrane;nucleus;organelle lumen	antioxidant activity;catalytic activity;metal ion binding;protein binding	"Pf00008, Pf03098"	5743	ENSG00000073756.11	PTGS2	1	Serotonergic synapse; TNF signaling pathway; Ovarian steroidogenesis; MicroRNAs in cancer; VEGF signaling pathway; Leishmaniasis; Oxytocin signaling pathway; Arachidonic acid metabolism; Pathways in cancer; NF-kappa B signaling pathway; Chemical carcinogenesis; Retrograde endocannabinoid signaling; Small cell lung cancer; Metabolic pathways; Regulation of lipolysis in adipocytes	Synthesis of 15-eicosatetraenoic acid derivatives; Interleukin-10 signaling; Interleukin-4 and 13 signaling; Synthesis of Prostaglandins (PG) and Thromboxanes (TX); Nicotinamide salvaging	Selenium Micronutrient Network; Eicosanoid Synthesis; Spinal Cord Injury; Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis; Aryl Hydrocarbon Receptor; Overview of nanoparticle effects; Photodynamic therapy-induced HIF-1 survival signaling; Photodynamic therapy-induced NF-kB survival signaling; Hepatitis C and Hepatocellular Carcinoma; VEGFA-VEGFR2 Signaling Pathway; Prostaglandin Synthesis and Regulation	41	604	69	7.39	107.15	
P21741	Midkine|MDK	7	1	5	1	-0.392137097	-0.446148032	-0.888968688	-1.685013515	-1.038006323	0.762	0.734	0.54	0.311	0.487	-0.39	-0.45	-0.89	-1.68	-1.04	0.081224155	0.031208118	0.005240126	0.011775434	0.016816532	0.910937563	0.561465265	0.296207315	0.164402784	0.155871216	19.08	13.25	2.75	13.67	6.36	cell differentiation;cellular component movement;defense response;development;regulation of biological process;response to stimulus	cytoplasm;extracellular	protein binding	"Pf01091, Pf05196"	4192	ENSG00000110492.15	MDK	11		NOTCH2 Activation and Transmission of Signal to the Nucleus		4	143	15.6	9.79	12.83	
Q86W92	Liprin-beta-1|PPFIBP1	8	7	13	7	0.041242982	-0.061902439	-0.158429363	-0.459972731	-0.378944497	1.029	0.958	0.896	0.727	0.769	0.04	-0.06	-0.16	-0.46	-0.38	0.597244483	0.448232014	0.110663432	0.046394691	0.037224707	0.923939698	0.79317811	0.47370553	0.220338864	0.189572615	12.22	1.95	7.82	11.11	8.51	cell organization and biogenesis;metabolic process	cytosol;membrane	protein binding	"Pf00536, Pf04111, Pf05483, Pf05911, Pf07647"	8496	ENSG00000110841.13	PPFIBP1	12		Receptor-type tyrosine-protein phosphatases		3	1011	114	5.55	42.61	
Q9GZM7	Tubulointerstitial nephritis antigen-like|TINAGL1	18	6	18	6	-0.01449957	-0.249822294	-0.77102743	-0.867752202	-1.282789701	0.99	0.841	0.586	0.548	0.411	-0.01	-0.25	-0.77	-0.87	-1.28	0.918386818	0.173283216	0.030519191	0.015587875	0.049795026	0.985364779	0.659019168	0.355166304	0.169092296	0.209321985	2.32	14.06	14.23	18.49	10.52	metabolic process;response to stimulus;transport	cytoplasm;extracellular;vacuole	catalytic activity;protein binding;receptor activity;structural molecule activity	"Pf00112, Pf01033"	64129	ENSG00000142910.15	TINAGL1	1				0	467	52.4	6.99	41.93	
P84243	Histone H3.3|H3-3B	56	8	244	3	-0.140825544	-0.139235797	-0.397828209	-0.560642822	-0.657445255	0.907	0.908	0.759	0.678	0.634	-0.14	-0.14	-0.4	-0.56	-0.66	0.173966768	0.34486228	0.012045556	0.053743664	0.013092749	0.910937563	0.752977864	0.307882403	0.232224763	0.152142948	3.45	15.81	6.72	2.99	4.84	cell differentiation;cell organization and biogenesis;cell proliferation;coagulation;metabolic process;regulation of biological process;response to stimulus	chromosome;extracellular;nucleus	DNA binding;protein binding	"Pf00125, Pf15630"	3020; 440926; 3021	ENSG00000132475.10; ENSG00000163041.9	H3-3B	1; 2; 17	Transcriptional misregulation in cancer; Systemic lupus erythematosus; Alcoholism	SIRT1 negatively regulates rRNA expression; Activation of anterior HOX genes in hindbrain development during early embryogenesis; NoRC negatively regulates rRNA expression; Factors involved in megakaryocyte development and platelet production; Transcriptional regulation by small RNAs; Meiotic recombination; PRC2 methylates histones and DNA; Formation of the beta-catenin:TCF transactivating complex; DNA methylation; Amyloid fiber formation; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; RUNX1 regulates transcription of genes involved in differentiation of HSCs; RNA Polymerase I Chain Elongation; Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3; ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression; Condensation of Prophase Chromosomes; Senescence-Associated Secretory Phenotype (SASP); B-WICH complex positively regulates rRNA expression; Oxidative Stress Induced Senescence; RNA Polymerase I Promoter Opening	Gastric Cancer Network 1; Histone Modifications	54	136	15.3	11.27	587.49	
P0CG34	Thymosin beta-15A|TMSB15A	16	1	53	1	-0.048412205	-0.187707155	-0.115597447	-0.545824107	-0.595096878	0.967	0.878	0.923	0.685	0.662	-0.05	-0.19	-0.11	-0.55	-0.59	0.294776589	0.349183669	0.182954069	0.085070619	0.024521755	0.910937563	0.754565205	0.528561526	0.273393431	0.166467081	1.51	17.17	0.21	28.17	6.98	cell organization and biogenesis;regulation of biological process	cytoplasm;cytoskeleton	protein binding		11013; 286527	ENSG00000158164.6; ENSG00000158427.14; ENSG00000269226.7	TMSB15A	X				0	45	5.2	5.36	150.29	
Q8IZT6	Abnormal spindle-like microcephaly-associated protein|ASPM	1	2	4	2	-0.117161344	-0.236163541	-0.282789701	-0.657445255	-0.61705613	0.922	0.849	0.822	0.634	0.652	-0.12	-0.24	-0.28	-0.66	-0.62	0.57234914	0.195930337	0.025265519	0.017284107	0.017233362	0.920427321	0.672399967	0.344666729	0.170526004	0.157051719	11.16	10.74	5.64	9.74	8.92	cell division;cell organization and biogenesis;cellular component movement;regulation of biological process	cytoplasm;cytoskeleton;nucleus	protein binding	"Pf00307, Pf11971"	259266	ENSG00000066279.17	ASPM	1				0	3477	409.5	10.45	10.01	
O14879	Interferon-induced protein with tetratricopeptide repeats 3|IFIT3	36	15	86	15	-0.005782353	0.002882509	0.953078953	1.207892852	1.211012193	0.996	1.002	1.936	2.31	2.315	-0.01	0	0.95	1.21	1.21	0.375007854	0.476619301	0.003229401	0.002984884	0.003174865	0.910937563	0.807532466	0.271364673	0.133724772	0.129491316	0.53	1.06	8.8	0.65	11.91	defense response;regulation of biological process;response to stimulus	cytoplasm;cytosol;mitochondrion	protein binding	"Pf13414, Pf13424, Pf13432, Pf14559"	3437	ENSG00000119917.13	IFIT3	10		Interferon alpha/beta signaling		4	490	56	5.2	315.54	
P62633	Cellular nucleic acid-binding protein|CNBP	63	10	149	10	-0.083141235	-0.131313235	-0.253257284	-0.446148032	-0.621488377	0.944	0.913	0.839	0.734	0.65	-0.08	-0.13	-0.25	-0.45	-0.62	0.075888797	0.057411275	0.006733117	0.004667655	0.010836026	0.910937563	0.588943895	0.302593431	0.141866923	0.149547898	2.1	1.46	0.57	1.6	6.02	metabolic process;regulation of biological process	cytoplasm;cytosol;endoplasmic reticulum;nucleus	DNA binding;metal ion binding;protein binding;RNA binding	Pf00098	7555	ENSG00000169714.16	CNBP	3				0	177	19.5	7.71	473.2	
P29728	2'-5'-oligoadenylate synthase 2|OAS2	8	7	21	7	-0.057391664	0.15704371	0.416839742	1.09085343	1.244887059	0.961	1.115	1.335	2.13	2.37	-0.06	0.16	0.42	1.09	1.24	0.403173917	0.266980641	0.056060007	0.003865968	0.014641263	0.910937563	0.721289543	0.394491233	0.134138874	0.153601787	9.59	2.05	12.22	6.31	13.79	defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;membrane;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf01909, Pf10421"	4939	ENSG00000111335.12	OAS2	12	NOD-like receptor signaling pathway; Measles; Herpes simplex infection; Hepatitis C; Influenza A	Interferon alpha/beta signaling; Interferon gamma signaling		10	719	82.4	8.25	73.14	
Q16363	Laminin subunit alpha-4|LAMA4	3	4	10	4	0.071762669	-0.150400989	-0.524915117	-1.123433941	-1.272297327	1.051	0.901	0.695	0.459	0.414	0.07	-0.15	-0.53	-1.12	-1.27	0.993926208	0.180414148	0.03597067	0.02885213	0.016255482	0.999486571	0.667395962	0.372348562	0.192573372	0.155539156	3.95	8.18	7.17	2.81	26.36	cell organization and biogenesis;regulation of biological process;transport	cytoskeleton;extracellular;membrane	catalytic activity;motor activity;protein binding;structural molecule activity	"Pf00053, Pf00054, Pf00529, Pf01576, Pf02210, Pf03302, Pf05483, Pf06008, Pf06009, Pf06160, Pf07888, Pf10174, Pf12128, Pf13385, Pf13868, Pf14662"	3910		LAMA4	6	Amoebiasis; Pathways in cancer; Toxoplasmosis; Focal adhesion; Small cell lung cancer; ECM-receptor interaction; African trypanosomiasis; PI3K-Akt signaling pathway	ECM proteoglycans; Laminin interactions; MET activates PTK2 signaling; Non-integrin membrane-ECM interactions	miRNA targets in ECM and membrane receptors; Focal Adhesion; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	20	1823	202.4	6.28	43.56	
O00308	NEDD4-like E3 ubiquitin-protein ligase WWP2|WWP2	3	2	9	2	-0.043943348	-0.030619235	-0.013043037	-0.486004021	-0.595096878	0.97	0.979	0.991	0.714	0.662	-0.04	-0.03	-0.01	-0.49	-0.59	0.743337936	0.704658413	0.53414841	0.024842576	0.083370879	0.956998431	0.910086263	0.761723668	0.186286719	0.248631314	6.36	2.64	10.09	9.29	26.63	metabolic process;regulation of biological process;transport	cytoplasm;cytosol;membrane;nucleus	catalytic activity;protein binding	"Pf00168, Pf00397, Pf00632"	11060	ENSG00000198373.12	WWP2	16	Ubiquitin mediated proteolysis	Regulation of PTEN stability and activity		6	870	98.9	7.12	37.69	
P57081	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4|WDR4	5	1	9	1	-0.010134377	0.214124805	0.049630768	0.784922702	0.591679417	0.993	1.16	1.035	1.723	1.507	-0.01	0.21	0.05	0.79	0.59	0.848252433	0.105687041	0.341666578	0.086733615	0.01523025	0.97738856	0.622425306	0.644761338	0.275318139	0.154657063	3.32	12.11	4.14	40.61	10.92	metabolic process	cytosol;nucleus	catalytic activity;protein binding		10785	ENSG00000160193.11	WDR4	21		tRNA modification in the nucleus and cytosol		3	412	45.5	7.11	28.84	
Q6PL18	ATPase family AAA domain-containing protein 2|ATAD2	14	18	48	18	-0.115597447	-0.192645078	-0.19759996	-0.388355457	-0.518701058	0.923	0.875	0.872	0.764	0.698	-0.11	-0.19	-0.2	-0.39	-0.52	0.323269152	0.107875269	0.074737236	0.07060017	0.003926299	0.910937563	0.622425306	0.430725655	0.254838516	0.129491316	14.92	2.29	9.84	16.42	5.71	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;nucleotide binding;protein binding	"Pf00004, Pf00439, Pf07724, Pf13191, Pf13401"	29028	ENSG00000156802.12	ATAD2	8		TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	Gastric cancer network 2	6	1390	158.5	6.32	158.36	
P36954	DNA-directed RNA polymerase II subunit RPB9|POLR2I	38	4	10	4	-0.069451881	-0.114035243	-0.086201035	-0.244685096	-0.543719518	0.953	0.924	0.942	0.844	0.686	-0.07	-0.11	-0.09	-0.24	-0.54	0.238873261	0.432938526	0.270680796	0.097196055	0.013344566	0.910937563	0.790956085	0.596019293	0.290469801	0.152142948	0.26	20.05	6.59	3.2	5.06	metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;metal ion binding	"Pf01096, Pf02150"	5438	ENSG00000105258.8	POLR2I	19	Epstein-Barr virus infection; Huntington's disease; Purine metabolism; RNA polymerase; Metabolic pathways; Pyrimidine metabolism	Signaling by FGFR2 IIIa TM; RNA polymerase II transcribes snRNA genes; Abortive elongation of HIV-1 transcript in the absence of Tat; Tat-mediated HIV elongation arrest and recovery; Activation of anterior HOX genes in hindbrain development during early embryogenesis; Formation of HIV-1 elongation complex containing HIV-1 Tat; MicroRNA (miRNA) biogenesis; Formation of the HIV-1 Early Elongation Complex; mRNA Splicing - Major Pathway; FGFR2 alternative splicing; mRNA Splicing - Minor Pathway; TP53 Regulates Transcription of DNA Repair Genes; Transcriptional regulation by small RNAs; HIV Transcription Initiation; RNA Pol II CTD phosphorylation and interaction with CE during HIV infection; Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events; RNA Polymerase II HIV Promoter Escape; Formation of HIV elongation complex in the absence of HIV Tat; Transcriptional regulation of pluripotent stem cells; Gap-filling DNA repair synthesis and ligation in TC-NER; RNA Polymerase II Transcription Pre-Initiation And Promoter Opening; Formation of TC-NER Pre-Incision Complex; Pausing and recovery of HIV elongation; RNA Polymerase II Promoter Escape; HIV elongation arrest and recovery; RNA Pol II CTD phosphorylation and interaction with CE; Viral Messenger RNA Synthesis; RNA Polymerase II Transcription Initiation; mRNA Capping; Dual incision in TC-NER; PIWI-interacting RNA (piRNA) biogenesis; Pausing and recovery of Tat-mediated HIV elongation; Formation of the Early Elongation Complex	Eukaryotic Transcription Initiation	75	125	14.5	5.14	24.02	
P0DTC2	Spike glycoprotein|S	37	46	844	46	0.007195501	0.042644337	1.80240004	2.745667602	2.80240004	1.005	1.03	3.488	6.707	6.976	0.01	0.04	1.8	2.75	2.8	0.375071106	0.08783925	0.002284209	0.001429203	0.001558432	0.910937563	0.610623177	0.250999451	0.129711934	0.129491316	1.01	1.22	7.22	17.69	0.18							S					0	1273	141.1	6.65	3106.98	
Q6P0N0	Mis18-binding protein 1|MIS18BP1	1	1	5	1	-0.10159814	-0.267079618	-0.375197235	-0.937878288	-1.380821784	0.932	0.831	0.771	0.522	0.384	-0.1	-0.27	-0.37	-0.94	-1.38	0.265940689	0.14104592	0.007173909	0.016161593	0.004129786	0.910937563	0.62955351	0.302593431	0.169092296	0.129491316	5.83	17.66	0.91	13.74	14.3	cell division;cell organization and biogenesis	chromosome;nucleus	DNA binding;protein binding	"Pf00249, Pf09133"	55320	ENSG00000129534.13	MIS18BP1	14		Deposition of new CENPA-containing nucleosomes at the centromere		4	1132	129	9.25	13.93	
Q969T9	WW domain-binding protein 2|WBP2	33	6	21	6	0.038436182	-0.089267338	-0.323732592	-0.481968507	-0.575615328	1.027	0.94	0.799	0.716	0.671	0.04	-0.09	-0.32	-0.48	-0.58	0.022641739	0.188487819	0.014062567	0.01155432	0.014873209	0.910937563	0.669285438	0.316838243	0.164402784	0.153614472	0.08	1.97	3.23	7.31	7.19	regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;protein binding	"Pf02893, Pf10349"	23558	ENSG00000132471.11	WBP2	17				0	261	28.1	5.91	101.42	
O00762	Ubiquitin-conjugating enzyme E2 C|UBE2C	33	6	56	6	-0.148800661	-0.284545873	-0.59946207	-1.15521265	-1.36215794	0.902	0.821	0.66	0.449	0.389	-0.15	-0.28	-0.6	-1.15	-1.36	0.071083565	0.059676911	0.009183071	0.003611345	0.002313319	0.910937563	0.592052727	0.302593431	0.133724772	0.129491316	4.71	11.46	5.11	9.14	1.91	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;membrane	catalytic activity;nucleotide binding;protein binding	"Pf00179, Pf05743"	11065	ENSG00000175063.16	UBE2C	20	Ubiquitin mediated proteolysis	Inactivation of APC/C via direct inhibition of the APC/C complex; APC/C:Cdc20 mediated degradation of Cyclin B; Autodegradation of Cdh1 by Cdh1:APC/C; APC-Cdc20 mediated degradation of Nek2A; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Antigen processing: Ubiquitination & Proteasome degradation; Phosphorylation of the APC/C; APC/C:Cdc20 mediated degradation of Securin; Synthesis of active ubiquitin: roles of E1 and E2 enzymes; Separation of Sister Chromatids; Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Senescence-Associated Secretory Phenotype (SASP)	Gastric Cancer Network 1; Gastric cancer network 2	39	179	19.6	7.37	172.33	
O75976	Carboxypeptidase D|CPD	14	16	47	16	-0.036525876	-0.030619235	-0.279283757	-0.436353731	-0.668868078	0.975	0.979	0.824	0.739	0.629	-0.04	-0.03	-0.28	-0.44	-0.67	0.813297793	0.654528469	0.013891239	0.015492469	0.001917076	0.973105857	0.888313706	0.316838243	0.169092296	0.129491316	5.41	0.59	2.34	7.52	2.47	metabolic process	membrane	catalytic activity;metal ion binding	"Pf00246, Pf04952, Pf13620, Pf13715"	1362	ENSG00000108582.11	CPD	17		Golgi Associated Vesicle Biogenesis		5	1380	152.8	6.05	161.81	
P02765	Alpha-2-HS-glycoprotein|AHSG	3	1	4	1	-1.307572802	-1.227692025	-1.473931188	-1.671163536	-1.293358943	0.404	0.427	0.36	0.314	0.408	-1.31	-1.23	-1.47	-1.67	-1.29	0.011397691	0.026463233	0.004590354	0.010501772	0.01364843	0.866620876	0.561465265	0.295533633	0.164402784	0.152142948	3.96	1.67	5.97	13.56	15.11							AHSG					0	367	39.3	5.72	16.79	
P04183	"Thymidine kinase, cytosolic|TK1"	35	9	39	9	-0.070966521	-0.075520008	-0.300448367	-0.488026018	-0.552156356	0.952	0.949	0.812	0.713	0.682	-0.07	-0.08	-0.3	-0.49	-0.55	0.036537698	0.080607087	0.002666559	0.003419354	0.001467826	0.910937563	0.609995339	0.262385283	0.133724772	0.129491316	1.4	2.61	2.66	2.83	0.5	cell organization and biogenesis;metabolic process	cytoplasm;cytosol	catalytic activity;metal ion binding;nucleotide binding;protein binding	Pf00265	7083	ENSG00000167900.11	TK1	17	Metabolic pathways; Pyrimidine metabolism; Drug metabolism - other enzymes	Activation of E2F1 target genes at G1/S; Pyrimidine salvage	Fluoropyrimidine Activity	14	234	25.5	8.51	166.05	
P09914	Interferon-induced protein with tetratricopeptide repeats 1|IFIT1	38	15	89	14	-0.010134377	0.020057652	1.098284796	1.371280054	1.317882883	0.993	1.014	2.141	2.587	2.493	-0.01	0.02	1.1	1.37	1.32	0.92566229	0.322862968	0.007544702	0.009722594	0.008316279	0.98864193	0.747928817	0.302593431	0.164233163	0.145436775	4.23	0.96	3.51	9.7	9.14	defense response;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol	protein binding;RNA binding	"Pf00515, Pf13176, Pf13424, Pf14559"	3434	ENSG00000185745.9	IFIT1	10	Herpes simplex infection; Hepatitis C	Interferon alpha/beta signaling; ISG15 antiviral mechanism		8	478	55.3	7.2	323.91	
P38935	DNA-binding protein SMUBP-2|IGHMBP2	1	1	6	1	0.121678557	-0.112474729	-0.057391664	-0.490050854	-0.662003536	1.088	0.925	0.961	0.712	0.632	0.12	-0.11	-0.06	-0.49	-0.66	0.727965061	0.695537686	0.382223397	0.043894498	0.043850506	0.956998431	0.907853938	0.666064194	0.218042765	0.199925186	9.32	0.04	8.63	12.83	24.4	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;membrane;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf01424, Pf01428, Pf13086, Pf13087"	3508	ENSG00000132740.8	IGHMBP2	11				0	993	109.1	8.97	24.64	
P14174	Macrophage migration inhibitory factor|MIF	43	4	124	4	-0.195946441	-0.210896782	-0.219269964	-0.40545145	-0.529072743	0.873	0.864	0.859	0.755	0.693	-0.2	-0.21	-0.22	-0.41	-0.53	0.105805306	0.216015897	0.078635764	0.007181072	0.007713975	0.910937563	0.684613454	0.435392205	0.160073037	0.145436775	0.28	6.24	10.9	0.98	5.97	cell organization and biogenesis;cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;cytosol;extracellular;organelle lumen	catalytic activity;protein binding	Pf01187	4282	ENSG00000276701.2; ENSG00000240972.1	MIF	22; CHR_HSCHR22_1_CTG7	Tyrosine metabolism; Phenylalanine metabolism	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation; Neutrophil degranulation; Interleukin-12 family signaling; Cell surface interactions at the vascular wall	Adipogenesis; Spinal Cord Injury	13	115	12.5	7.88	346.46	Met-loss [N-Term]
Q9BV40	Vesicle-associated membrane protein 8|VAMP8	41	4	22	4	0.01720929	-0.121863233	-0.232768963	-0.504304837	-0.562772261	1.012	0.919	0.851	0.705	0.677	0.02	-0.12	-0.23	-0.5	-0.56	0.954565133	0.059667834	0.135380239	0.021249195	0.023752759	0.992613394	0.592052727	0.489286961	0.18056392	0.164891252	3.43	3.5	10.67	4.93	9.7	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;endosome;membrane;vacuole	protein binding	Pf00957	8673	ENSG00000118640.10	VAMP8	2	SNARE interactions in vesicular transport; Platelet activation	Cargo recognition for clathrin-mediated endocytosis; Neutrophil degranulation; ER-Phagosome pathway; Golgi Associated Vesicle Biogenesis; Lysosome Vesicle Biogenesis		17	100	11.4	7.34	84.29	
Q9H0H5	Rac GTPase-activating protein 1|RACGAP1	24	13	38	13	-0.115597447	-0.142417045	-0.282789701	-0.377069649	-0.545824107	0.923	0.906	0.822	0.77	0.685	-0.12	-0.14	-0.28	-0.38	-0.55	0.510440359	0.005041055	0.053367374	0.016594508	0.040336064	0.915256953	0.48932813	0.389950351	0.169092296	0.193843792	2.62	1.51	0.21	4.83	6.81	cell differentiation;cell division;cell organization and biogenesis;cell proliferation;cellular component movement;development;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;endosome;membrane;nucleus	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding	"Pf00130, Pf00620, Pf07888"	29127	ENSG00000161800.12	RACGAP1	12		COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; Rho GTPase cycle; MHC class II antigen presentation	Signal Transduction of S1P Receptor; Wnt Signaling Pathway and Pluripotency	16	632	71	8.88	129.65	
Q13753	Laminin subunit gamma-2|LAMC2	32	37	178	37	-0.054392297	-0.15682011	-0.61705613	-0.841662973	-0.951763814	0.963	0.897	0.652	0.558	0.517	-0.05	-0.16	-0.62	-0.84	-0.95	0.093459757	0.01670647	0.005911136	0.006876745	0.008976061	0.910937563	0.545079707	0.302593431	0.160073037	0.146787628	2.65	0.53	6.92	8.59	15.49	cell organization and biogenesis;metabolic process;regulation of biological process	extracellular;membrane	catalytic activity;motor activity	"Pf00052, Pf00053, Pf01576, Pf05262, Pf05557, Pf08429, Pf12128, Pf13514"	3918	ENSG00000058085.14	LAMC2	1	Amoebiasis; Pathways in cancer; Toxoplasmosis; Focal adhesion; Small cell lung cancer; ECM-receptor interaction; PI3K-Akt signaling pathway	Laminin interactions; Degradation of the extracellular matrix; MET activates PTK2 signaling; Type I hemidesmosome assembly; Anchoring fibril formation; Non-integrin membrane-ECM interactions	Alpha 6 Beta 4 signaling pathway; Focal Adhesion; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; Inflammatory Response Pathway	26	1193	130.9	6.19	604.03	
P42830	C-X-C motif chemokine 5|CXCL5	46	6	70	6	-0.512513651	-0.382701517	-0.778432211	-1.002888279	-1.02620507	0.701	0.767	0.583	0.499	0.491	-0.51	-0.38	-0.78	-1	-1.03	0.051831376	0.000229748	0.016268779	0.016600337	0.034359026	0.910937563	0.316571755	0.322331239	0.169092296	0.184589702	12.67	0.9	2.81	16.23	19.47	cell communication;cellular component movement;defense response;regulation of biological process;response to stimulus	extracellular	protein binding	Pf00048	6374	ENSG00000163735.6	CXCL5	4	TNF signaling pathway; Cytokine-cytokine receptor interaction; Pertussis; Chemokine signaling pathway; Rheumatoid arthritis	Chemokine receptors bind chemokines; G alpha (i) signalling events	Chemokine signaling pathway	14	114	12	8.88	200.26	Met-loss [N-Term]
Q15014	Mortality factor 4-like protein 2|MORF4L2	38	11	33	10	0	-0.017417053	-0.286304185	-0.502259911	-0.554273297	1	0.988	0.82	0.706	0.681	0	-0.02	-0.29	-0.5	-0.56	0.434061797	0.919615947	0.023586155	0.011609173	0.008423736	0.910937563	0.974029629	0.338609025	0.164402784	0.145436775	0.12	2.77	6.13	9.15	4.53	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	membrane;nucleus	protein binding	Pf05712	9643	ENSG00000123562.16	MORF4L2	X		HATs acetylate histones		3	288	32.3	9.72	107.2	
